,Country,Region,HPI,HPIRank,Year,Code,Internet,LifeExpect,GovHealth,PriHealth,PPP,PopDensity,UnEmployment,WomenParliamant,LaborForceFemale,SocialSupport,FreedomToChoice,Corruption
151,Azerbaijan,7a,41.21,85,2012,AZE,54.2,71.506,195.3430441,605.4505463,16193.39567,112.4607929,5.190000057,16,48.96004678,0.761873245,0.598859072,0.763154805
152,Bangladesh,5a,54.09,31,2012,BGD,5,70.606,15.5067705,53.15598472,2844.702565,1160.081486,4.047999859,19.7,26.92322316,0.581765294,0.66768229,0.764894426
153,Belarus,7c,35.67,104,2012,BLR,46.91,71.96585366,612.5797025,315.6612298,17807.41774,46.6438076,6.038000107,26.6,49.68037571,0.901961505,0.64524883,0.657430232
154,Belgium,2c,45.36,64,2012,BEL,80.71999055,80.38536585,3555.164247,745.6416403,42435.90925,366.8075297,7.541999817,38,45.27037833,0.92711705,0.855266631,0.757572532
155,Belize,1a,54.53,27,2012,BLZ,31,73.044,286.3240605,131.4459205,8026.172778,14.81806225,14.27000046,3.1,39.92087366,NA,NA,NA
156,Benin,4c,24.58,134,2012,BEN,4.5,59.842,19.28841706,36.94914632,1891.530388,86.28279532,2.734999895,8.4,49.09036739,0.523027301,0.768971086,0.805977643
157,Bhutan,5a,58.5,17,2012,BTN,15.6,69.263,164.8224415,51.43986904,7692.581537,18.40603954,2.049999952,8.5,45.15914035,NA,NA,NA
158,Bolivia,1b,49.35,47,2012,BOL,35.34,69.01,179.9456,108.7377791,5825.139985,9.57968799,2.048000097,25.4,42.11678475,0.780819416,0.86237967,0.839701414
159,Bosnia and Herzegovina,7b,44.96,65,2012,BIH,45.06450043,76.401,662.4783269,284.3570445,10304.01646,70.40960938,28.01000023,21.4,39.39765801,0.778859854,0.419789314,0.95342195
160,Botswana,4a,20.85,141,2012,BWA,16,63.511,523.1095667,271.5446211,14558.06641,3.598805428,17.91300011,7.9,46.99274486,0.836743116,0.799410224,0.814422846
161,Brazil,1b,61.01,9,2012,BRA,48.56,74.209,549.0537449,995.2388647,15506.56171,23.84349819,7.19299984,8.6,42.27246302,0.890314102,0.848606348,0.622543156
162,Bulgaria,7b,42.04,82,2012,BGR,51.89998767,74.31463415,623.5025729,603.828762,16208.22043,67.2981577,12.27000046,22.9,46.6384107,0.837966621,0.641256452,0.938208699
163,Burkina Faso,4c,22.4,138,2012,BFA,3.725034916,58.374,18.55588905,29.20152331,1550.630684,60.56741959,5.809000015,15.7,44.12332594,0.743765771,0.621848702,0.726286888
164,Myanmar,5a,51.23,39,2012,MMR,4,64.453,16.84968318,56.92606419,4193.132339,78.71652453,0.870000005,6,41.68763451,0.612249672,0.691094279,0.694738686
165,Burundi,4b,21.84,139,2012,BDI,1.219999945,58.568,19.98028106,15.94664368,762.4224795,360.0462617,1.712000012,30.5,51.95178283,NA,NA,NA
166,Cambodia,6c,42.34,80,2012,KHM,4.94,67.48,40.25961578,127.2431016,2860.146734,83.73246091,1.279000044,20.3,49.63641414,0.605528593,0.955595791,0.890136123
167,Cameroon,4c,27.22,126,2012,CMR,7.5,56.073,20.32366694,109.4942578,3021.4092,45.45126187,3.845000029,13.9,46.88663653,0.74283731,0.766064227,0.898028791
168,Canada,2b,39.4,89,2012,CAN,83,81.64878049,3166.338437,1130.943633,42189.19611,3.817472241,7.291999817,24.7,47.21482857,0.948128343,0.917961121,0.465601832
169,Central African Republic,4a,22.88,137,2012,CAF,3,48.638,9.68203312,16.56166829,1083.689925,7.121279977,6.918000221,12.5,45.98525294,NA,NA,NA
170,Chad,4b,34.27,109,2012,TCD,2.1,51.928,13.39199208,49.96988999,1988.064823,10.15307338,1.777999997,14.9,45.28933902,0.672866464,0.562908113,0.884475827
171,Chile,1b,49.72,46,2012,CHL,55.05,79.176,910.7109455,607.2086877,21507.7074,23.40228298,6.65899992,14.2,40.70066755,0.855235577,0.733610928,0.782117426
172,China,6a,57.11,20,2012,CHN,42.30011749,75.013,283.0163826,224.4848092,11328.28171,143.8713898,4.599999905,21.3,44.09274552,0.787818193,0.808255136,NA
173,Colombia,1b,66.1,6,2012,COL,48.98,75.882,473.5243045,210.0090481,12226.28584,41.5293808,9.739999771,12.1,42.9167348,0.914372623,0.827868104,0.868371546
174,"Congo, Rep.",4a,32.43,112,2012,COG,6.106695024,61.423,56.87062935,40.7902666,5518.967422,13.20702196,10,7.4,48.89646847,NA,NA,NA
175,"Congo, Dem. Rep.",4a,29.04,120,2012,COD,1.679961015,57.914,3.77841354,10.82567784,719.914259,30.44518074,4.485000134,8.9,48.36481367,NA,NA,NA
176,Costa Rica,1a,76.12,1,2012,CRI,47.5,79.074,800.7008756,290.1883827,14041.99378,91.81355268,9.784000397,38.6,39.62829142,0.902206898,0.92891407,0.794301391
177,Croatia,7b,47.23,60,2012,HRV,61.93997315,76.92439024,1359.202123,285.2816768,21156.58339,76.2608649,15.93500042,23.8,45.45989295,0.775817871,0.541909754,0.923860013
178,Cuba,1a,65.68,7,2012,CUB,21.2,78.446,1619.129542,245.2104869,..,105.7511164,3.460000038,45.2,38.22711341,NA,NA,NA
179,Cyprus,2e,46.19,62,2012,CYP,60.6898684,79.812,970.4613339,1153.29933,31914.68342,122.8404762,11.79500008,10.7,45.06068682,0.767177105,0.724629581,0.870691717
180,Czech Republic,7b,38.31,92,2012,CZE,73.43000782,78.07560976,1706.481707,336.1229515,29047.24644,136.0971773,6.978000164,22,43.74188816,0.91242677,0.739808738,0.956799686
181,Denmark,2d,35.47,105,2012,DNK,92.26001172,80.05121951,3861.074358,736.5487204,44803.96824,133.1643725,7.526000023,39.1,47.41085592,0.951437175,0.932627916,0.187407613
182,Djibouti,4b,40.44,87,2012,DJI,8.267232892,61.395,75.31096796,31.86451497,..,37.45194133,12.28899956,13.8,39.63637638,NA,NA,NA
183,Dominican Republic,1a,71.78,2,2012,DOM,42.32,72.523,323.6614235,357.0434497,11979.70226,205.5663631,6.722000122,20.8,37.2840372,0.879158199,0.840129375,0.727300286
184,Ecuador,1b,55.46,25,2012,ECU,35.13514645,75.495,439.3923717,449.7040925,10483.13413,62.30512965,3.234999895,32.3,38.99659352,0.785201013,0.825275123,0.729978859
185,Egypt,3a,60.32,12,2012,EGY,26.4,70.736,135.2755495,318.4085505,10172.98306,86.81725853,12.59700012,2,22.73902251,0.736645103,0.451543361,0.880383074
186,El Salvador,1a,61.46,8,2012,SLV,20.32138772,71.692,311.1997029,191.3588235,6773.48214,301.0580598,3.845999956,26.2,41.98874902,0.806014717,0.682744801,0.786294818
187,Estonia,7b,26.42,131,2012,EST,78.38992593,76.32682927,1152.436162,355.2401826,26022.46885,31.20301958,10.02099991,20.8,49.01839926,0.889454544,0.696825743,0.7928527
188,Ethiopia,4b,28.1,124,2012,ETH,2.9,63.281,13.35758663,27.62657007,1250.351222,92.726971,2.197000027,27.8,45.99028124,0.658794284,0.776308239,NA
189,Finland,2d,47.23,59,2012,FIN,89.87999797,80.62682927,2959.187024,815.4654138,40620.17607,17.81556155,7.68900013,42.5,48.06722565,0.927739382,0.920968115,0.360733956
190,France,2c,43.86,71,2012,FRA,81.44,81.96829268,3260.983539,1025.789725,37679.12178,119.9141093,9.399999619,26.9,47.30325588,0.93709743,0.841320336,0.607905269
191,Georgia,7a,43.6,72,2012,GEO,36.94,72.097,121.6769379,476.9964467,8239.544087,65.23800693,17.21999931,12,45.69665401,0.532586455,0.65872401,0.320887595
192,Germany,2c,48.07,51,2012,DEU,82.34999847,80.53902439,3904.040461,792.3423295,43564.14802,230.7506255,5.379000187,32.9,45.90385997,0.926406622,0.904440463,0.67923671
193,Ghana,4c,37.1,100,2012,GHA,10.6,61.72,98.88972721,89.42318445,3664.600153,114.2500176,6.006000042,..,47.28864357,0.68511188,0.679418445,0.897836149
194,Greece,2e,37.58,97,2012,GRC,55.06999344,80.63414634,1470.544444,763.3484813,25284.46408,85.68666408,24.43899918,21,42.92923827,0.81214112,0.37261042,0.958908975
195,Guatemala,1a,68.37,4,2012,GTM,16,72.236,137.5053418,264.6363011,7031.531311,142.5044606,2.765000105,13.3,36.2996708,0.802148998,0.865472019,0.820923984
196,Guinea,4c,30.25,116,2012,GIN,3.1,57.905,8.82132137,38.06414454,1817.880468,43.35027267,4.103000164,..,53.24726006,0.542295277,0.646187842,0.794450223
197,Guyana,1a,45.63,63,2012,GUY,30.5,68.575,136.4286147,133.6321505,6523.251044,3.837434595,11.93299961,31.3,34.77356903,NA,NA,NA
198,Haiti,1a,50.84,42,2012,HTI,9.8,61.26,12.52707316,48.4804108,1621.258884,371.9495646,14.10000038,4.2,47.54486603,0.74866271,0.482485861,0.717166364
199,Honduras,1a,60.99,10,2012,HND,18.12,73.814,142.5287186,203.7137234,4150.265868,77.22487264,3.753999949,19.5,33.49572525,0.779194891,0.700452089,0.871437132
200,Hong Kong,6b,41.6,84,2012,HKG,72.9,83.4804878,..,..,51344.50303,6809.619048,3.289999962,..,47.66783764,0.826425672,0.879752457,0.379783154
201,Hungary,7b,38.86,90,2012,HUN,70.57999815,75.06341463,1116.717861,605.5401042,23094.47333,109.5809345,11.00300026,8.8,46.20255815,0.906113982,0.56923151,0.930297315
202,Iceland,2d,38.14,94,2012,ISL,96.20979955,82.91707317,2756.284426,691.9170891,41926.34194,3.199162095,6,39.7,47.52668851,0.978965282,0.904654503,0.758585632
203,India,5a,53.03,35,2012,IND,12.58006091,67.545,45.81517426,116.3291023,4909.584121,425.7322236,2.690000057,11,21.26656451,0.510574579,0.609320104,0.829614758
204,Indonesia,6c,58.92,16,2012,IDN,14.52,69.866,82.15338774,188.7042339,9444.948401,137.1475643,4.467999935,18.6,38.12498631,0.833621144,0.770319343,0.96158886
205,Iran,3b,42.08,81,2012,IRN,22.73,74.776,382.4958638,732.2877472,17149.73922,46.37875562,12.63000011,3.1,17.31426408,0.599542618,0.764418423,0.677707136
206,Ireland,2c,42.62,78,2012,IRL,76.91999254,80.84634146,3554.045366,1452.651153,46256.56888,66.76633764,15.45300007,15.1,45.07940598,0.961785913,0.90219456,0.572632253
207,Israel,3b,44.49,67,2012,ISR,70.8,81.70487805,1459.048815,835.2292629,31725.32524,365.5499076,6.856999874,20,46.74163923,0.903415501,0.681439221,0.862327278
208,Italy,2e,44.02,69,2012,ITA,55.82999799,82.23902439,2476.892503,776.4762237,36237.11043,202.4196539,10.65499973,21.4,41.87489675,0.86948663,0.570094943,0.908323646
209,Jamaica,1a,70.09,3,2012,JAM,33.79,74.001,233.0129532,158.7735398,8170.023573,262.4313943,13.93000031,12.7,44.71182513,NA,NA,NA
210,Japan,6b,43.25,75,2012,JPN,79.4964,83.09609756,3347.387529,640.888542,37191.38595,350.0905201,4.300000191,7.9,41.9359617,0.905295432,0.752831519,0.692387402
211,Jordan,3b,54.59,26,2012,JOR,37,73.722,470.0714841,214.8779463,9041.234841,91.13394909,12.19999981,10.8,18.07703758,0.829496324,0.693142116,NA
212,Kazakhstan,7a,38.54,91,2012,KAZ,61.90662747,69.61,459.9396269,224.5143292,22407.98331,6.219983331,5.289999962,24.3,48.84306097,0.891716659,0.839832306,0.876681805
213,Kenya,4b,27.77,125,2012,KEN,10.5,62.659,48.21894039,64.39743119,2610.737996,77.9130091,9.661999702,9.8,47.76150188,0.83141011,0.627654195,0.911273062
214,"Korea, Rep.",6b,44.43,68,2012,KOR,84.07,80.8195122,1222.699965,853.692365,32097.164,515.8755832,3.200000048,15.7,41.07997407,0.77539736,0.61839807,0.843719423
215,Kuwait,3b,27.04,128,2012,KWT,70.45,74.728,1729.497388,305.0145487,80209.81453,187.9266554,2.398000002,6.2,30.34262485,0.888916671,0.934049547,NA
216,Kyrgyzstan,7a,47.09,61,2012,KGZ,19.8,70.00243902,123.6560678,107.8039355,2921.603783,29.2346194,8.430000305,23.3,41.34772086,0.856181741,0.702731669,0.892036796
217,Laos,6c,57.34,19,2012,LAO,10.74767619,65.267,21.32160473,52.65885721,4863.791732,27.92257366,0.689999998,25,49.84645193,0.692627907,NA,NA
218,Latvia,7b,36.67,101,2012,LVA,73.11994377,73.77804878,691.5938846,454.4190087,21252.71343,32.71661306,15.04699993,23,49.9472413,0.851195216,0.563811779,0.894979358
219,Lebanon,3b,33.56,110,2012,LBN,61.24978572,78.611,615.6176713,603.4968953,13610.88835,541.4109482,6.40899992,3.1,24.21739506,0.712611496,0.620627165,0.855777562
220,Lithuania,7b,40.9,86,2012,LTU,67.22998933,73.86341463,1027.287743,512.7976445,24658.00417,47.67165087,13.36499977,24.5,50.628019,0.918690145,0.503027141,0.956959248
221,Luxembourg,2c,28.47,122,2012,LUX,91.94992374,81.39268293,5068.845504,942.904694,91622.17742,218.4962963,5.139999866,21.7,44.30180842,0.913907707,0.916520953,0.402753204
222,Macedonia,7b,32.66,111,2012,MKD,57.44994731,75.019,489.4693515,283.6818931,11839.61687,82.24734338,31.01600075,32.5,39.25807843,0.798305035,0.613055706,0.919845164
223,Madagascar,4a,31.54,113,2012,MDG,2.3,64.28,18.18461111,25.05360213,1397.238779,38.40981961,0.598999977,17.5,49.49331992,0.673088312,0.487007886,0.853590488
224,Malawi,4a,34.47,107,2012,MWI,4.3506,58.629,14.25985387,11.9679254,1107.97055,163.3008591,6.177000046,22.3,48.44004632,0.603725672,0.637362719,0.885784984
225,Malaysia,6c,54.05,33,2012,MYS,65.8,74.877,437.9921524,377.7445646,23105.07529,88.47408005,3.039999962,10.4,35.98068799,0.841218948,0.848071814,0.846618474
226,Mali,4c,25.77,132,2012,MLI,2.8,56.135,8.60482932,51.51266688,1842.686602,13.09591047,7.086999893,10.2,43.01843389,0.823435068,0.704219282,0.786719501
227,Malta,2e,50.36,44,2012,MLT,68.19987429,80.74634146,1672.022699,877.1146453,29443.80008,1312.5875,6.308000088,8.7,36.60883408,0.921752036,0.860689878,NA
228,Mauritania,4c,38.21,93,2012,MRT,5,63.079,40.56093104,70.84716874,3646.727567,3.59615213,9.864999771,22.1,30.92873558,0.763332725,0.487372756,0.707005799
229,Mexico,1a,55.58,23,2012,MEX,39.75,74.966,500.3201213,443.025248,17162.92752,60.32776306,4.887000084,36.8,37.24712323,0.767279446,0.787768304,0.633281112
230,Moldova,7b,54.08,32,2012,MDA,43.37,70.581,224.1424876,200.6442997,5079.416399,124.0380179,5.578000069,19.8,48.99939885,0.826219797,0.602418542,0.955484569
231,Mongolia,7a,34.95,106,2012,MNG,16.4,68.217,199.7623431,128.6183838,9939.570296,1.818210433,3.904999971,14.9,46.04157311,0.918516099,0.688311696,0.932385981
232,Morocco,3a,56.75,21,2012,MAR,55.41605319,74.97,171.5228228,229.6627619,6940.434737,74.48330271,8.989999771,17,25.91268581,0.67582494,0.756784618,0.844934762
233,Mozambique,4a,24.61,133,2012,MOZ,6,53.931,14.56205586,4.28470805,1046.360735,31.61658231,3.279999971,39.2,52.9938076,NA,NA,NA
234,Namibia,4a,21.1,140,2012,NAM,12.9414,59.387,453.1683076,318.895818,9427.082267,2.665869864,16.77099991,24.4,48.68857664,NA,NA,NA
235,Nepal,5a,51.91,37,2012,NPL,11.1493,68.426,19.40217172,76.38439219,2196.118851,188.2794698,1.582000017,33.2,51.8291759,0.733602345,0.637778401,0.88349402
236,Netherlands,2c,50.6,43,2012,NLD,92.85999236,81.10487805,4180.774556,919.5295231,47272.10302,496.8849941,5.821000099,38.7,45.98761161,0.938884676,0.877118647,0.433753788
237,New Zealand,2a,36.21,103,2012,NZL,81.64447018,81.15609756,2528.80569,612.6302718,32986.18289,16.74110364,6.931000233,32.2,47.02590491,0.930028617,0.901853085,0.289297938
238,Nicaragua,1a,60.54,11,2012,NIC,13.5,72.951,179.1632987,135.2786691,4458.684533,49.71352834,5.208000183,40.2,38.03810737,0.894054413,0.850304902,0.643578768
239,Niger,4c,26.94,129,2012,NER,1.05,58.79,13.36426457,32.05314734,876.2759995,14.0484653,0.331999987,13.3,43.41948824,0.700107574,0.734430909,0.777340889
240,Nigeria,4c,30.35,115,2012,NGA,16.1,51.786,29.6016134,136.2649301,5392.096403,183.6125114,3.693000078,6.7,45.07364983,0.817579567,0.651688874,0.900431395
241,Norway,2d,40.36,88,2012,NOR,94.64997805,81.45121951,4894.099085,880.2928849,65447.49582,13.74033034,3.122999907,39.6,47.26538354,0.947657406,0.946565866,0.368042678
242,Pakistan,5a,55.56,24,2012,PAK,9.96,65.849,30.16759256,70.14468935,4228.513001,242.9450433,1.674999952,22.5,20.9854876,0.542038023,0.366844118,0.842024505
243,Palestine,3b,47.73,56,2012,PSE,43.4,73.041,..,..,4656.126176,661.1292359,22.97299957,..,19.95556427,0.782169104,0.541582882,0.730194092
244,Panama,1a,57.37,18,2012,PAN,40.30189522,77.188,746.5191207,482.2946049,18806.56302,50.72133441,2.391000032,8.5,37.44968588,0.89739114,0.783182502,0.795796633
245,Paraguay,1b,47.8,55,2012,PRY,29.34,73.068,305.5425142,261.0533511,10015.48605,16.16287944,4.085000038,12.5,41.02114574,0.931004941,0.748206615,0.77365911
246,Peru,1b,54.37,28,2012,PER,38.2,74.981,284.3354209,240.7078367,11400.33573,23.05217813,3.108999968,21.5,45.94026162,0.764071584,0.703000546,0.866837919
247,Philippines,6c,59.02,14,2012,PHL,36.2351,70.149,70.13735571,193.9382718,6081.936667,326.0309152,3.503999949,22.9,39.17731482,0.812921703,0.914499581,0.771167636
248,Poland,7b,42.75,77,2012,POL,62.30999727,76.74634146,1031.996011,445.8894564,23833.2097,124.3000588,10.0880003,23.7,45.06798688,0.935923874,0.811301708,0.887895823
249,Portugal,2e,37.46,98,2012,PRT,60.33999749,80.37317073,1617.289618,849.243591,26454.1026,114.8034065,15.52700043,28.7,48.22436536,0.86603862,0.773821414,0.959288418
250,Romania,7b,43.89,70,2012,ROU,45.87999425,74.41219512,685.3993994,206.2534232,18931.5325,87.20126511,6.794000149,13.3,44.02600685,0.740043104,0.644536138,0.959486127
251,Russia,7c,34.47,108,2012,RUS,63.8,70.07219512,808.9272273,460.8254507,25784.56716,8.744141951,5.43599987,13.6,48.79107987,0.901295125,0.609104156,0.937517941
252,Rwanda,4b,29.59,119,2012,RWA,8.023854277,65.438,33.01320692,25.71346829,1588.51644,427.6318606,1.105999947,56.3,51.40341008,0.637147248,0.835491359,0.081324898
253,Saudi Arabia,3b,59.7,13,2012,SAU,54,74.254,1388.103784,593.9461393,50491.5474,13.56250762,5.519999981,0,15.70214865,0.867100954,0.560455382,NA
254,Senegal,4c,38.03,96,2012,SEN,10.8,65.448,33.49757261,73.0326487,2854.119263,69.60988417,9.31400013,42.7,38.16448875,0.711077392,0.668252289,0.851879895
255,Sierra Leone,4c,23.08,136,2012,SLE,2.5,51.018,13.59954489,111.1069614,1440.997449,92.99779717,4.107999802,12.4,49.73332356,NA,NA,NA
256,Singapore,6b,48.24,49,2012,SGP,72,81.99512195,1208.380572,1421.003265,78978.82285,7524.698463,3.720000029,24.2,41.1109243,NA,NA,NA
257,Slovakia,7b,43.52,73,2012,SVK,76.70999012,76.1097561,1458.175443,577.272489,26647.42196,112.4517389,13.9630003,18.7,44.57528299,0.925751448,0.620004296,0.906532168
258,Slovenia,7b,44.53,66,2012,SVN,68.34997453,80.12439024,1794.775314,738.3849888,28900.87803,102.1140519,8.840000153,32.2,45.93278575,0.924753785,0.904386282,0.890754104
259,South Africa,4a,29.69,118,2012,ZAF,41,60.06,530.1665466,414.6856359,12488.21557,43.55324419,24.73200035,42.3,44.09904734,0.906595111,0.590144992,0.838216782
260,Spain,2e,43.19,76,2012,ESP,69.80999994,82.42682927,2093.456112,806.8835,31988.25387,93.50683713,24.78700066,36,45.38240216,0.937023342,0.754586101,0.843593001
261,Sri Lanka,5a,56.55,22,2012,LKA,18.2854,75.796,146.0822209,198.5725494,10171.42447,325.7056291,3.880000114,5.8,32.10365812,0.824357271,0.800397217,0.822879076
262,Sudan,4b,28.55,121,2012,SDN,21,63.542,57.80220266,152.9221382,4152.156101,..,13.17800045,24.6,25.04535073,0.812500715,0.411947906,0.733679295
263,Sweden,2d,47.99,53,2012,SWE,93.17998801,81.70487805,4104.680883,806.2685515,44774.3869,23.36960279,7.975999832,44.7,47.43672039,0.929397464,0.944382191,0.253543109
264,Switzerland,2c,48.05,52,2012,CHE,85.2,82.69756098,4086.551262,2344.217447,57849.58399,202.3701995,4.485000134,29,46.03051296,0.94686389,0.945428014,0.323240787
265,Syria,3b,51.32,38,2012,SYR,24.3001,70.55,72.32102042,85.75361206,..,111.3246256,8.670000076,12,14.92965967,0.588395178,0.466770619,0.672964215
266,Tajikistan,7a,53.48,34,2012,TJK,14.51,69.34,38.06435294,91.51110239,2404.805181,56.26489711,11.70300007,19,33.42490892,0.728590906,0.749034524,0.717097759
267,Tanzania,4b,17.79,142,2012,TZA,3.95,60.47,26.27474483,31.66248117,2408.249792,53.11862836,3.24000001,36,48.77026833,0.832056403,0.577453315,0.886997938
268,Thailand,6c,50.9,41,2012,THA,26.46,74.992,405.1670594,112.5323728,14727.14305,132.7799663,0.579999983,15.8,46.2329764,0.906098127,0.846932828,0.908612072
269,Togo,4c,23.28,135,2012,TGO,4,58.661,20.95051104,49.23652839,1360.257545,124.5414047,1.898000002,11.1,49.41880792,NA,NA,NA
270,Trinidad and Tobago,1a,54.21,30,2012,TTO,59.5162,72.382,759.7000447,795.0684991,31777.72419,262.1475634,3.453000069,28.6,42.17329738,NA,NA,NA
271,Tunisia,3a,54.31,29,2012,TUN,41.4416,75.376,398.7543559,300.5566364,10642.5379,69.81849897,17.62999916,26.7,26.98224535,0.614422798,0.567737222,0.899453163
272,Turkey,3b,41.7,83,2012,TUR,45.13,75.373,731.7216819,192.5003115,20616.86987,96.99857854,8.149000168,14.2,30.50626154,0.739280581,0.470903218,0.701850235
273,Uganda,4b,30.21,117,2012,UGA,14.1,59.017,22.56634821,61.23147669,1722.184621,172.3477359,3.551000118,35,48.5694259,0.884721696,0.649463236,0.837545872
274,Ukraine,7c,38.07,95,2012,UKR,35.27,70.94414634,318.7270108,284.1490672,8481.779747,78.70140855,7.53000021,9.4,47.31095319,0.897573471,0.563649774,0.896237016
275,United Arab Emirates,3b,28.16,123,2012,ARE,84.9999915,76.711,1512.693029,572.4918522,58961.20201,128.7186145,2.40899992,17.5,12.81550817,0.855876803,0.919792593,NA
276,United Kingdom,2c,43.31,74,2012,GBR,87.47999842,80.90487805,2662.891002,490.8366515,37911.25805,263.3005415,7.885000229,22.5,46.10424584,0.934574962,0.888970494,0.425169915
277,United States,2b,30.73,114,2012,USA,74.7,78.74146341,4089.205765,4349.131656,51603.49726,34.31286833,8.069000244,18,45.97842405,0.903192282,0.822662294,0.71003443
278,Uruguay,1c,37.24,99,2012,URY,54.45376868,77.004,1059.110805,545.1342822,18930.9673,19.30621643,6.451000214,12.1,44.87529599,0.864693701,0.870590031,0.615349591
279,Uzbekistan,7a,50.07,45,2012,UZB,23.6,70.155,148.8969072,138.7671748,4856.353121,69.99177245,4.869999886,22,41.77104793,0.933141291,0.913550138,0.463375092
280,Venezuela,1b,52.49,36,2012,VEN,49.05008307,73.037,332.5800591,646.9144044,18343.47989,33.28887138,6.600999832,17,39.92206649,0.931629658,0.80410856,0.743374348
281,Vietnam,6c,66.52,5,2012,VNM,36.8,74.958,137.6131099,131.4242024,4949.131363,289.6200439,1.02699995,24.4,47.82454641,0.775008678,0.856053472,0.814884901
282,Yemen,3b,48.09,50,2012,YEM,17.4465,65.92,47.95557249,145.7101273,3935.167105,46.35334962,13.25199986,0.3,10.239395,0.681678295,0.705815315,0.793232739
283,Zambia,4a,27.18,127,2012,ZMB,13.4682,58.502,46.38596766,31.76286917,3634.780353,19.45832067,7.849999905,11.5,47.79364286,0.780022562,0.787760317,0.806394398
284,Zimbabwe,4a,16.59,143,2012,ZWE,12,55.032,38.79122336,64.57872392,2534.541919,33.90236784,5.607999802,15,50.82362881,0.896476209,0.469531178,0.8586905
285,Iraq,3b,42.59,79,2012,IRQ,7.1,69.148,150.2883412,247.4981564,15320.88647,73.42514966,7.965000153,25.2,14.11520501,0.730118215,0.314564615,0.78919065
286,Serbia,7b,47.63,58,2012,SRB,48.1,74.83658537,805.4114281,481.4761843,13933.83821,82.31279442,24,33.2,43.194426,0.819430411,0.460574687,0.951667845
287,Albania,7b,47.91,54,2016,ALB,66.3634447,78.194,314.1740141,440.4617653,11868.17792,104.9671898,15.22000027,22.9,41.75172925,0.638411462,0.72981894,0.901070774
288,Algeria,3a,51.23,40,2016,DZA,42.94552688,76.298,675.6197683,322.2992875,15050.43219,17.02595749,10.20199966,31.6,18.04019498,0.748588264,NA,NA
289,Angola,4a,26.78,130,2016,AGO,13,59.925,82.01788306,97.03560045,6756.935074,23.13506377,7.281000137,36.8,49.53723477,NA,NA,NA
290,Argentina,1b,58.95,15,2016,ARG,70.96898082,76.221,1139.518104,382.8869225,20130.40803,15.92813508,8.015999794,35.8,41.72607534,0.882819116,0.847702205,0.850924492
291,Armenia,7a,48.28,48,2016,ARM,64.34602977,74.64,144.2655392,717.6913701,8808.572714,103.1312259,17.61700058,10.7,45.9828195,0.709218323,0.610986948,0.921421051
292,Australia,2a,36.64,102,2016,AUS,86.54,82.44878049,3094.249384,1435.63767,47352.11161,3.144935531,5.710999966,28.7,46.15283037,0.942334235,0.922315717,0.398545116
293,Austria,2c,47.69,57,2016,AUT,84.32374257,81.64146341,3839.555692,1455.62608,51655.50309,105.8694934,6.013999939,30.6,46.7113407,0.926318586,0.888513982,0.52364099
294,Azerbaijan,7a,41.21,85,2016,AZE,78.2,72.493,238.1812281,950.3948758,17417.08669,118.033289,5,16.8,48.78082209,0.777271032,0.712573171,0.606770813
295,Bangladesh,5a,54.09,31,2016,BGD,18.02,71.785,16.26839784,67.4215447,3696.776193,1213.573327,4.349999905,20,28.84121267,0.649116933,0.874700487,0.687853634
296,Belarus,7c,35.67,104,2016,BLR,71.11304576,73.82682927,707.4991793,441.416701,18098.42286,46.8083514,5.840000153,34.5,49.6836368,0.926551104,0.658228815,0.664055169
297,Belgium,2c,45.36,64,2016,BEL,86.51647666,81.43902439,3925.957135,741.9251147,47214.18064,374.2213342,7.829999924,39.3,45.92623522,0.928964078,0.865759015,0.4966591
298,Belize,1a,54.53,27,2016,BLZ,44.57574032,74.219,359.1162174,161.8160536,8388.182053,16.15081105,7.909999847,3.1,39.88142574,NA,NA,NA
299,Benin,4c,24.58,134,2016,BEN,11.99404791,60.885,17.14391973,40.89889922,2169.755807,96.41776339,2.41899991,7.2,49.19540907,0.492815852,0.779795229,0.837715745
300,Bhutan,5a,58.5,17,2016,BTN,41.77264453,70.781,216.7637203,62.39103579,9656.339262,19.31388997,2.338999987,8.5,40.27942116,NA,NA,NA
301,Bolivia,1b,49.35,47,2016,BOL,39.6975146,70.626,326.0660569,154.1667139,7147.83921,10.18352534,3.055999994,53.1,42.83814177,0.795958757,0.881748736,0.852592945
302,Bosnia and Herzegovina,7b,44.96,65,2016,BIH,60.25653543,76.998,795.2374124,325.5816583,12824.03613,66.13802734,25.40999985,21.4,38.76697378,0.807705104,0.633453727,0.957311988
303,Botswana,4a,20.85,141,2016,BWA,39.36299738,68.178,520.8999033,348.1491203,17314.7804,3.81123992,17.9489994,9.5,48.45494969,0.768302798,0.851694882,0.729171813
304,Brazil,1b,61.01,9,2016,BRA,60.87254007,75.23,590.5459007,1185.411607,15331.55058,24.66614079,11.60900021,9.9,42.86098534,0.912455142,0.806571543,0.781092763
305,Bulgaria,7b,42.04,82,2016,BGR,59.82554766,74.81219512,797.8580709,780.0846932,19500.32945,65.65790346,7.574999809,20.4,46.33039452,0.92603606,0.700265527,0.935988188
306,Burkina Faso,4c,22.4,138,2016,BFA,13.96,60.354,46.35450232,42.13986746,1773.318838,68.15196637,6.363999844,9.4,44.72883593,0.764401138,0.644681513,0.720542431
